"word","meaning","pos","belong","pron_uk","pron_us"
"colonial","colonial","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colon/colonial__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colon/colonial__us_1.ogg"
"colony","colony","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colon/colony__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colon/colony__us_1.ogg"
"colour","colour","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colou/colour__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colou/colour__us_2.ogg"
"coloured","coloured","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colou/coloured__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colou/coloured__us_1.ogg"
"colourful","colourful","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colou/colourful__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colou/colourful__us_1.ogg"
"column","column","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colum/column__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colum/column__us_1.ogg"
"columnist","columnist","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/col/colum/columnist__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/col/colum/columnist__us_1_rr.ogg"
"combat","combat","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comba/combat__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comba/combat__us_1.ogg"
"combat","combat","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comba/combat__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comba/combat__us_1.ogg"
"combination","combination","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/combi/combination__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/combi/combination__us_1.ogg"
"combine","combine","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/combi/combine__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/combi/combine__us_1.ogg"
"come","come","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/come_/come__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come__us_1.ogg"
"comedy","comedy","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comed/comedy__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comed/comedy__us_1.ogg"
"comfort","comfort","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comfo/comfort__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comfo/comfort__us_1.ogg"
"comfort","comfort","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comfo/comfort__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comfo/comfort__us_1.ogg"
"comfortable","comfortable","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comfo/comfortable__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comfo/comfortable__us_4.ogg"
"comic","comic","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comic/comic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comic/comic__us_1.ogg"
"comic","comic","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comic/comic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comic/comic__us_1.ogg"
"command","command","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comma/command__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comma/command__us_2.ogg"
"command","command","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comma/command__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comma/command__us_2.ogg"
"commander","commander","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comma/commander__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comma/commander__us_1.ogg"
"commence","commence","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commence__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commence__us_1.ogg"
"comment","comment","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/comment__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/comment__us_1.ogg"
"comment","comment","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/comment__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/comment__us_1.ogg"
"commentary","commentary","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commentary__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commentary__us_1.ogg"
"commentator","commentator","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commentator__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commentator__us_1.ogg"
"commerce","commerce","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commerce__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commerce__us_1.ogg"
"commercial","commercial","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commercial__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commercial__us_2.ogg"
"commercial","commercial","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/comme/commercial__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/comme/commercial__us_2.ogg"
"commission","commission","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/commission__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/commission__us_2.ogg"
"commission","commission","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/commission__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/commission__us_2.ogg"
"commissioner","commissioner","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/commissioner__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/commissioner__us_1.ogg"
"commit","commit","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/commit__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/commit__us_1.ogg"
"commitment","commitment","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/commitment__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/commitment__us_1.ogg"
"committee","committee","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commi/committee__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commi/committee__us_2.ogg"
"commodity","commodity","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commo/commodity__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commo/commodity__us_1.ogg"
"common","common","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commo/common__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commo/common__us_2.ogg"
"commonly","commonly","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commo/commonly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commo/commonly__us_2.ogg"
"communicate","communicate","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commu/communicate__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commu/communicate__us_1.ogg"
"communication","communication","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commu/communication__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commu/communication__us_2.ogg"
"communist","communist","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commu/communist__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commu/communist__us_1.ogg"
"community","community","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/commu/community__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/commu/community__us_2.ogg"
"companion","companion","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/companion__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/companion__us_1.ogg"
"company","company","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/company__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/company__us_2.ogg"
"comparable","comparable","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/comparable__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/comparable__us_1.ogg"
"comparative","comparative","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/comparative__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/comparative__us_1.ogg"
"compare","compare","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/compare__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/compare__us_2.ogg"
"comparison","comparison","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/comparison__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/comparison__us_2.ogg"
"compassion","compassion","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compa/compassion__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/compassion__us_1.ogg"
"compel","compel","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/compel__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/compel__us_1.ogg"
"compelling","compelling","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/compelling__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/compelling__us_1.ogg"
"compensate","compensate","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/compensate__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/compensate__us_1.ogg"
"compensation","compensation","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/compensation__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/compensation__us_1.ogg"
"compete","compete","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/compete__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/compete__us_1.ogg"
"competence","competence","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/competence__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/competence__us_1.ogg"
"competent","competent","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/competent__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/competent__us_1.ogg"
"competition","competition","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/competition__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/competition__us_1.ogg"
"competitive","competitive","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/competitive__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/competitive__us_3.ogg"
"competitor","competitor","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compe/competitor__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compe/competitor__us_3.ogg"
"compile","compile","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compi/compile__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compi/compile__us_1.ogg"
"complain","complain","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complain__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complain__us_2.ogg"
"complaint","complaint","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complaint__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complaint__us_1.ogg"
"complement","complement","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complement__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complement__us_1.ogg"
"complete","complete","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complete__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complete__us_1.ogg"
"complete","complete","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complete__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complete__us_1.ogg"
"completely","completely","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/completely__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/completely__us_2.ogg"
"completion","completion","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/completion__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/completion__us_1.ogg"
"complex","complex","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complex__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complex__us_1_rr.ogg"
"complex","complex","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complex__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complex__us_4.ogg"
"complexity","complexity","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complexity__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complexity__us_1.ogg"
"compliance","compliance","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/compliance__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/compliance__us_1.ogg"
"complicated","complicated","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complicated__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complicated__us_3.ogg"
"complication","complication","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/complication__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/complication__us_1.ogg"
"comply","comply","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compl/comply__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compl/comply__us_1.ogg"
"component","component","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compo/component__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compo/component__us_1.ogg"
"compose","compose","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compo/compose__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compo/compose__us_1.ogg"
"composer","composer","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/c/com/compo/composer__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compo/composer__us_1.ogg"
